Price,Close,High,Low,Open,Volume
Ticker,PETR4.SA,PETR4.SA,PETR4.SA,PETR4.SA,PETR4.SA
date,,,,,
2010-01-04,9.608763694763184,9.608763694763184,9.480028917521267,9.51350023461132,13303600
2010-01-05,9.526371002197266,9.637082959985442,9.474876908454462,9.624209682091777,21396400
2010-01-06,9.655105590820312,9.655105590820312,9.474876756691375,9.474876756691375,18720600
2010-01-07,9.564990997314453,9.642231640216888,9.544392968717503,9.595887058041814,10964600
2010-01-08,9.513497352600098,9.626783568673524,9.490325060429612,9.567565706941862,14624200
2010-01-11,9.482603073120117,9.613912098659702,9.428533726445426,9.580440785416947,15317700
2010-01-12,9.361593246459961,9.443983426098264,9.279203066821658,9.420811126689465,14886200
2010-01-13,9.34614372253418,9.459430944079083,9.227707974708425,9.413086350204951,23228200
2010-01-14,9.18393611907959,9.387337249291424,9.155615300564044,9.340992663112319,20073400
2010-01-15,9.204533576965332,9.294647498837618,9.142740471847132,9.158188993668704,21169000
2010-01-18,9.410510063171387,9.441406128277904,9.209684166726717,9.243155476856895,23168400
2010-01-19,9.366741180419922,9.436258066956897,9.33069560566036,9.384763967799703,16895900
2010-01-20,9.127290725708008,9.307519508051087,9.078370909516575,9.2946452518947,18757500
2010-01-21,8.838927268981934,9.191660163582549,8.82862825458692,9.16076410256558,24553000
2010-01-22,8.947062492370605,8.959935767149068,8.769408943224844,8.782282218003306,19025100
2010-01-26,8.728217124938965,8.841503360211233,8.663849744908937,8.828630080638883,20281200
2010-01-27,8.782282829284668,8.828627407447224,8.627800574686823,8.728214482151012,19908600
2010-01-28,8.911020278930664,8.9316173298831,8.720492401237184,8.908445033706435,13819200
2010-01-29,8.797733306884766,9.024306766700978,8.735941170132902,8.954789876228903,16106700
2010-02-01,8.831201553344727,8.880121375298343,8.728214367137886,8.82862729111094,15869300
2010-02-02,8.779708862304688,8.926466387116811,8.769410829567507,8.885271309663725,15289600
2010-02-03,8.764260292053223,8.80030585781723,8.684444409170062,8.766834554392936,16091200
2010-02-04,8.316264152526855,8.738513949940176,8.269919566745575,8.712767394358638,24280300
2010-02-05,8.115439414978027,8.308541555613763,7.909463503649427,8.18753056652152,29033800
2010-02-08,8.17208194732666,8.305965715352064,8.089691785131302,8.187529979967264,18684700
2010-02-09,8.300820350646973,8.414106621264075,8.26477378156243,8.290521330908533,18104200
2010-02-10,8.403802871704102,8.426975161989493,8.179804720390672,8.323987969073999,21909900
2010-02-11,8.58918285369873,8.6175046564278,8.426976790357466,8.46817187191751,24110900
2010-02-12,8.702468872070312,8.759112476159132,8.483620190729651,8.49649346924942,19127100
2010-02-17,8.818333625793457,8.882701024521877,8.76169000061851,8.854379211934404,16622400
2010-02-18,8.93161392211914,8.93161392211914,8.707615799321061,8.815753467609449,17017800
2010-02-19,8.844076156616211,8.921317785577632,8.795157309486344,8.86209894146238,11889400
2010-02-22,8.92131519317627,8.983107299787804,8.859522104396907,8.88269438991819,19817500
2010-02-23,8.80288028717041,8.921316982572346,8.753961444443712,8.859523881398813,16937500
2010-02-24,8.73851490020752,8.84407736104021,8.661274242895251,8.828629818878703,13563100
2010-02-25,8.851801872253418,8.88269793789988,8.563435318992362,8.620078924484394,18650100
2010-02-26,8.911020278930664,8.947065854723634,8.808032077663656,8.905870770650486,17804300
2010-03-01,8.99341106414795,9.024307133780633,8.862101049414438,8.965089257747845,16959300
2010-03-02,9.042329788208008,9.145317995007176,9.042329788208008,9.075801102742988,17108100
2010-03-03,9.050053596496582,9.222557695366833,9.02430605640296,9.08352392536595,19957600
2010-03-04,9.0629243850708,9.137590757572497,8.962511461718568,9.111843224554002,14068900
2010-03-05,9.219983100891113,9.248303920723341,9.114420645723852,9.189086053889824,28235000
2010-03-08,9.191661834716797,9.266328229403623,9.11699544002997,9.253453967985152,15902100
2010-03-09,9.397637367248535,9.487751305300053,9.129868833940797,9.140167850337617,68696600
2010-03-10,9.526371002197266,9.56756608075788,9.436257074773469,9.495474938818841,32196400
2010-03-11,9.53924560546875,9.64738331557005,9.477453470126536,9.508349537797642,19449600
2010-03-12,9.541821479797363,9.631935425682745,9.541821479797362,9.577867058151515,13940300
2010-03-15,9.467153549194336,9.585589282427295,9.38991289631059,9.464578304202904,19839600
2010-03-16,9.58044147491455,9.58044147491455,9.44913243992475,9.508350317051002,12807500
2010-03-17,9.564990997314453,9.649955409856712,9.508347400840904,9.63708213306765,10298100
2010-03-18,9.531518936157227,9.629357599898809,9.464576330693204,9.562414994434786,12061700
2010-03-19,9.328116416931152,9.549540262179594,9.31009363717073,9.526367976463645,24306500
2010-03-22,9.330694198608398,9.361590260576344,9.140166355108509,9.168488154482503,13489200
2010-03-23,9.22256088256836,9.377042247844011,9.194239069761823,9.366744210415916,17207000
2010-03-24,9.292074203491211,9.41565944442344,9.165913717569955,9.217407813500431,18683500
2010-03-25,9.0629243850708,9.379611674938594,9.0629243850708,9.353865124088058,17698800
2010-03-26,8.882699012756348,9.153041829754395,8.831204909002352,9.116996251777099,28820300
2010-03-29,8.985686302185059,9.062926958840102,8.78485941628006,8.944491219824485,19312800
2010-03-30,8.95993709564209,9.088671826850074,8.949638081425118,9.034603475463054,12365900
2010-03-31,9.111844062805176,9.111844062805176,8.885270662238423,8.90844295300284,16551700
2010-04-01,9.204533576965332,9.243154390435217,9.153039486394846,9.181361285317017,13721900
2010-04-05,9.271474838256836,9.333267940916151,9.22255599435391,9.256027299218042,12120300
2010-04-06,9.289499282836914,9.374463700262506,9.225131913024024,9.24830322327527,13410200
2010-04-07,9.217406272888184,9.330693461433864,9.16333792317394,9.253451839364345,15079400
2010-04-08,9.219983100891113,9.243155395057984,9.129868187056305,9.160765234057596,13552100
2010-04-09,9.070650100708008,9.292074021351045,9.07065010070801,9.21740763282385,17017800
2010-04-12,8.854376792907715,9.122145334183697,8.826054988057793,9.07580074118715,29883800
2010-04-13,8.80288028717041,8.905868461736958,8.728214891886088,8.874972402234203,19661600
2010-04-14,8.818333625793457,8.880126760726906,8.766839510377011,8.831206909105429,17377900
2010-04-15,8.65097713470459,8.869826857887697,8.635529589136027,8.82605652038369,43408800
2010-04-16,8.483619689941406,8.645825739786417,8.424401826511543,8.625227709636134,48889400
2010-04-19,8.638102531433105,8.638102531433105,8.370333984625336,8.393506281602322,23996300
