Price,Close,High,Low,Open,Volume
Ticker,PETR4.SA,PETR4.SA,PETR4.SA,PETR4.SA,PETR4.SA
date,,,,,
2010-01-04,12.154752731323242,12.154752731323244,11.991907704116437,12.034247759064716,13303600
2010-01-05,12.050530433654785,12.19057723808726,11.985392182828946,12.174292985983,21396400
2010-01-06,12.21337890625,12.21337890625,11.985395584851503,11.985395584851503,18720600
2010-01-07,12.099387168884277,12.197093946016896,12.073331365697404,12.138469631255509,10964600
2010-01-08,12.034246444702148,12.177549605725552,12.004934293309995,12.102641050480898,14624200
2010-01-11,11.99516487121582,12.161266246363619,11.926769018005395,12.11892619293029,15317700
2010-01-12,11.84209156036377,11.94631228703554,11.737870833691998,11.917000130008537,14886200
2010-01-13,11.822547912597656,11.965852321813026,11.672730796062384,11.907228016662897,23228200
2010-01-14,11.617362022399902,11.87465742763765,11.581537165040295,11.816033126636423,20073400
2010-01-15,11.64342212677002,11.757413175103371,11.565255949049117,11.584797804081655,21169000
2010-01-18,11.903972625732422,11.943055088936005,11.64993475129548,11.69227481117134,23168400
2010-01-19,11.848605155944824,11.936541624390118,11.803008744693713,11.871403361570378,16895900
2010-01-20,11.5457124710083,11.773695753503304,11.48383056663442,11.757410257146638,18757500
2010-01-21,11.180940628051758,11.62713567322771,11.167912727156793,11.588053212951825,24553000
2010-01-22,11.317728996276855,11.334013249947988,11.09300331383382,11.109287567504953,19025100
2010-01-26,11.040894508361816,11.184197700180539,10.959471986153865,11.167913444220765,20281200
2010-01-27,11.109284400939941,11.16790869137302,10.91386968536016,11.04088980957087,19908600
2010-01-28,11.272133827209473,11.298188387463437,11.031122622212772,11.268876230672069,13819200
2010-01-29,11.128829956054688,11.415437587690484,11.050665028959816,11.327501112901917,16106700
2010-02-01,11.17116928100586,11.233051190159381,11.040893996952882,11.167912926928375,15869300
2010-02-02,11.106027603149414,11.29167078871462,11.093000948435575,11.23956044263331,15289600
2010-02-03,11.086492538452148,11.132088958751224,10.985528148926146,11.089748893155251,16091200
2010-02-04,10.51978874206543,11.053920244348024,10.461164431579878,11.021351735148935,24280300
2010-02-05,10.265748977661133,10.51001647834099,10.005196604213326,10.356941780344144,29033800
2010-02-08,10.337403297424316,10.506761670722343,10.233182568870287,10.356944528727063,18684700
2010-02-09,10.500246047973633,10.643549199359652,10.454648404778828,10.487218149917974,18104200
2010-02-10,10.630522727966309,10.659834881320988,10.347172740477017,10.529559610507121,21909900
2010-02-11,10.865019798278809,10.900845901019395,10.659834727752015,10.711945083808626,24110900
2010-02-12,11.008320808410645,11.079972999842841,10.731484829091308,10.747769079214448,19127100
2010-02-17,11.154886245727539,11.236308773068616,11.083234024096457,11.200482662253075,16622400
2010-02-18,11.298185348510742,11.298185348510742,11.014835404014853,11.151625846384098,17017800
2010-02-19,11.187453269958496,11.285161283684147,11.125572604686722,11.210251475185414,11889400
2010-02-22,11.285160064697266,11.363324976343856,11.206993910641804,11.236306063111494,19817500
2010-02-23,11.13534164428711,11.28516000185844,11.073460986044052,11.20699384823823,16937500
2010-02-24,11.053921699523926,11.1874545926733,10.956214916655215,11.167913981545048,13563100
2010-02-25,11.197224617004395,11.236307076351974,10.832450855063719,10.904103065875098,18650100
2010-02-26,11.272133827209473,11.317730239460701,11.141857298712491,11.265619876543719,17804300
2010-03-01,11.376352310180664,11.415434764060981,11.210249706973906,11.340526209786704,16959300
2010-03-02,11.438233375549316,11.568509883030211,11.438233375549316,11.480573426841936,17108100
2010-03-03,11.448005676269531,11.666217411922773,11.41543592604663,11.490344487945903,19957600
2010-03-04,11.4642915725708,11.558741998134948,11.337272634526865,11.526172243246046,14068900
2010-03-05,11.662958145141602,11.698782997825706,11.52942530860146,11.623874454635738,28235000
2010-03-08,11.627134323120117,11.7215847300278,11.532683916212434,11.70529923459561,15902100
2010-03-09,11.887690544128418,12.00168160032756,11.54897248798049,11.562000392234488,68696600
2010-03-10,12.050530433654785,12.102640785833696,11.936539426516163,12.0114479801228,32196400
2010-03-11,12.066818237304688,12.203608728540457,11.988653307234959,12.027735772269823,19449600
2010-03-12,12.07007122039795,12.18406221751423,12.07007122039795,12.11566761924446,13940300
2010-03-15,11.97562313079834,12.125440253658715,11.877916365559354,11.972365534591983,19839600
2010-03-16,12.118925094604492,12.11892509460449,11.95282373451029,12.027732288467188,12807500
2010-03-17,12.099387168884277,12.206864251007435,12.027734952529455,12.190579995220178,10298100
2010-03-18,12.05704402923584,12.180806577932978,11.972363932924045,12.096126481621182,12061700
2010-03-19,11.799753189086914,12.079846897969864,11.77695497951823,12.050534736751665,24306500
2010-03-22,11.803009033203125,11.84209149488668,11.561997827601587,11.597823935148618,13489200
2010-03-23,11.666218757629395,11.861632311872164,11.630392649456102,11.848605652689303,17207000
2010-03-24,11.754149436950684,11.910480451781924,11.594560827122361,11.659699060570828,18683500
2010-03-25,11.4642915725708,11.864890239635953,11.4642915725708,11.832321727156163,17698800
2010-03-26,11.236306190490723,11.578280478241272,11.171167935107551,11.532684072195718,28820300
2010-03-29,11.366582870483398,11.464289633808379,11.112543794947767,11.314472513882816,19312800
2010-03-30,11.334015846252441,11.496860905084832,11.320987943367642,11.428466278553437,12365900
2010-03-31,11.52617359161377,11.52617359161377,11.239565927108735,11.268878088733219,16551700
2010-04-01,11.64342212677002,11.692276143146739,11.578283852404143,11.614109965425838,13721900
2010-04-05,11.72810173034668,11.80626791284354,11.66622104924327,11.708561116529458,12120300
2010-04-06,11.750897407531738,11.85837447621546,11.669474896367829,11.69878580767427,13410200
2010-04-07,11.65970230102539,11.803006702920749,11.59130769598014,11.705298704388891,15079400
2010-04-08,11.662958145141602,11.692270291816687,11.548965911445768,11.588049601951631,13552100
2010-04-09,11.474061965942383,11.75415564809222,11.474061965942383,11.659705221802788,17017800
2010-04-12,11.200477600097656,11.539195458928189,11.164651505474037,11.480571166345651,29883800
2010-04-13,11.13534164428711,11.265618152851172,11.040892480107468,11.226535697245499,19661600
2010-04-14,11.154886245727539,11.233052418635006,11.089747975372843,11.17117050271392,17377900
2010-04-15,10.943183898925781,11.220021154386115,10.923643293360465,11.164653206330529,43408800
2010-04-16,10.731487274169922,10.936672351215394,10.656578712609274,10.910616551154858,48889400
2010-04-19,10.926898956298828,10.926898956298828,10.588181067272098,10.6174932161765,23996300
